article_id,Hate_Crime,Reference_Hate
https://www.cnbc.com/2021/03/19/biden-urges-congress-to-pass-hate-crime-legislation-over-violence-against-asian-americans.html,True,True
https://www.cnn.com/2015/05/17/us/harvard-asian-americans-discrimination-complaint/index.html,True,True
https://www.cnn.com/style/article/freckles-zara-ad-china-beauty/index.html,True,True
https://www.columbiamissourian.com/news/higher_education/mus-asian-students-reluctant-to-report-episodes-of-discrimination-racism/article_e384936e-963b-11e5-8813-c34632bd9101.html,True,True
https://www.ctpost.com/policereports/article/Investment-banker-charged-with-hate-crime-3375696.php,True,True
https://www.dailyrecord.co.uk/news/scottish-news/four-teens-arrested-after-alleged-22335806,True,True
https://www.deccanherald.com/state/6-dalits-assaulted-refusing-vote-bjp-669830.html,True,True
https://www.democratandchronicle.com/story/news/2014/06/04/youtube-video-sparks-conversation-about-racism-in-wny/9972611/,True,True
https://www.expressandstar.com/news/crime/2012/07/13/willenhall-murder-trial-told-of-attack-on-victim/,True,True
https://www.forbes.com/sites/brucelee/2020/02/18/how-covid-19-coronavirus-is-uncovering-anti-asian-racism/,True,True
https://www.hindustantimes.com/football/raheem-sterling-calls-for-premier-league-to-clamp-down-on-racism/story-oH2FMry536Z1TFRK0Ije9K.html,True,True
https://www.hrw.org/news/2020/09/15/un-rights-body-should-monitor-abuses-ensure-accountability-philippines-saudi-arabia,True,True
https://www.indiatoday.in/crime/story/minor-girl-raped-for-months-burnt-alive-in-tripura-1626413-2019-12-08,True,True
https://www.indiewire.com/2016/04/daily-reads-hollywoods-unchecked-wave-of-racial-erasure-black-ish-rethinks-the-family-sitcom-and-more-293199/,False,True
https://www.irishcentral.com/opinion/patrickroberts/orange-order-fanatics-resemble-kkk-more-than-a-cultural-group,True,True
https://www.kgw.com/article/news/purse-snatchers-targeting-elderly-asian-women-in-southeast-portland/283-98ecd8d6-ea19-4656-a607-c156843bf4d3,True,True
https://www.kpbs.org/news/2021/mar/19/san-diegos-aapi-community-speaks-out-against-recen/,True,True
https://www.latimes.com/california/story/2021-03-19/anti-asian-racism-oakland-chinatown,True,True
https://www.latimes.com/nation/la-xpm-2012-oct-05-la-na-nn-university-texas-bleach-bombs-20121005-story.html,True,True
https://www.mirror.co.uk/news/uk-news/woolwich-attack-britain-unites-warn-1926702,True,True
https://www.nbcnews.com/news/asian-america/dylann-roofs-racist-manifesto-reveals-pro-asian-sentiments-n381056,True,True
https://www.nbcnews.com/news/asian-america/editorial-i-walked-out-racist-audition-n538896,True,True
https://www.nbcnews.com/news/asian-america/ho-chi-chin-signs-target-maine-mayoral-candidate-ben-chin-n447201,True,True
https://www.nbcnews.com/news/asian-america/trio-arrested-after-allegedly-fighting-yelling-seemingly-racist-insults-restaurant-n596576,True,True
https://www.nbcnews.com/news/asian-america/usc-student-president-responds-racism-cant-continue-n432211,True,True
https://www.nbcnews.com/news/north-korea/kim-han-sol-son-assassinated-kim-jong-nam-speaks-out-n730526,True,True
https://www.ndtv.com/india-news/india-says-un-security-council-fueling-refugee-crisis-1247189,True,True
https://www.newarkadvocate.com/story/news/crime/2017/10/05/prosecutors-reviewing-alleged-sexual-assault-legend-elementary/737046001/,False,True
https://www.newsshopper.co.uk/news/18899698.mother-child-subjected-abuse-bexleyheath-bus-stop/,True,True
https://www.newyorker.com/news/daily-comment/the-bullying-anti-asian-racism-of-fox-newss-watters-world,True,True
https://www.npr.org/sections/codeswitch/2016/04/23/475369524/awoken-by-n-y-cop-shooting-asian-american-activists-chart-way-forward,False,True
https://www.nydailynews.com/entertainment/gossip/new-accuser-claims-bill-cosby-drugged-bathed-raped-article-1.2409279,False,True
https://www.nydailynews.com/news/crime/ny-vancouver-hate-crime-brute-attacks-shouts-at-elderly-asian-man-20200424-wyr66kgierf55obk5cx6yeusci-story.html,True,True
https://www.nydailynews.com/sports/bondy-10-places-racism-major-issue-sport-article-1.1778178,True,True
https://www.nytimes.com/2016/10/10/nyregion/to-the-woman-who-told-my-family-to-go-back-to-china.html,True,True
https://www.nytimes.com/2020/02/16/us/coronavirus-american-mood.html,False,True
https://www.nytimes.com/2020/03/20/learning/film-club-coronavirus-racism-infected-my-high-school.html,True,True
https://www.nytimes.com/interactive/2016/10/17/us/asian-american-confronting-racism.html,False,True
https://www.pbs.org/newshour/arts/this-chinese-american-cartoonist-forces-us-to-face-racist-stereotypes,False,True
https://www.prnewswire.com/news-releases/cathay-bank-stands-against-anti-asian-hate-crimes-and-discrimination-301251322.html,True,True
https://www.refinery29.com/en-us/2020/03/9600268/asian-hate-crime-coronavirus-increase-new-york-hotline,True,True
https://www.sfchronicle.com/politics/article/Bay-Area-online-political-events-Rep-Eric-15219894.php,False,True
https://www.straitstimes.com/asia/se-asia/indonesias-religious-minister-sparks-debate-over-veil-and-trousers-worn-by-muslims,True,True
https://www.texastribune.org/2021/03/19/asian-texans-racism-atlanta/,True,True
https://www.thecity.nyc/2021/2/11/22279407/anti-asian-hate-crime-surge-fuels-demands-for-systemic-and-sensitive-responses,True,True
https://www.thecollegefix.com/department-of-education-rejects-asian-american-admissions-discrimination-complaint-against-harvard/,True,True
https://www.theguardian.com/world/2020/mar/24/coronavirus-us-asian-americans-racism,False,True
https://www.trtworld.com/europe/british-muslims-nervous-amid-attack-threats-16422,False,True
https://www.ucanews.com/news/covid-19-spurs-online-sex-abuse-against-indonesian-women/90464,True,True
https://www.usatoday.com/story/news/nation-now/2017/05/19/yale-dean-leave-yelp-comments-calling-people-white-trash-low-class/332046001/,True,True
https://www.vibe.com/news/entertainment/racist-white-woman-subway-assault-charges-626299/,True,True
https://www.voanews.com/student-union/racist-attacks-syracuse-university-spark-controversy-fear,True,True
https://www.vogue.com/article/janet-jackson-bts-speech-mnet-asian-music-awards,False,True
https://www.wbtv.com/story/35106397/man-charged-in-indian-store-arson-hate-crime,True,False
https://www.wsj.com/articles/BL-SEB-77029,False,True
https://www.wsmv.com/news/vanderbilt-surgeon-receives-death-threats-over-social-media-post/article_fdb1d7b5-a2db-54f5-85a2-44605981a131.html,True,True
https://www.yourlocalguardian.co.uk/news/10486206.man-guilty-of-displaying-asians-only-sign-outside-his-sutton-home/,True,True
