,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.url,Answer.asian_hate_crime,Answer.reference_hate,Answer.title,Approve,Reject
10,38F60IALAFGIYVSL4MU9N032J210TS,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,3DIP6YHAPCR1ELDLZXNV5D469RN8EN,A2EV4VW1L9KDB1,Submitted,Fri Apr 30 20:18:08 PDT 2021,Fri Apr 30 20:23:46 PDT 2021,Wed May 05 20:23:46 PDT 2021,,,,338,0% (0/0),0% (0/0),0% (0/0),https://www.nytimes.com/2013/01/22/technology/employers-social-media-policies-come-under-regulatory-scrutiny.html,FALSE,FALSE,Suspects Shot and Killed During Jewelry Store Robbery Identified,x,
11,38F60IALAFGIYVSL4MU9N032J210TS,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,3FPRZHYEPY6WFZT1I6H9E0KHT0UV3K,A2HSX08DWDYJU7,Submitted,Fri Apr 30 19:35:43 PDT 2021,Fri Apr 30 19:36:34 PDT 2021,Wed May 05 19:36:34 PDT 2021,,,,51,0% (0/0),0% (0/0),0% (0/0),https://www.nytimes.com/2013/01/22/technology/employers-social-media-policies-come-under-regulatory-scrutiny.html,FALSE,FALSE,"Even if It Enrages Your Boss, Social Net Speech Is Protected",x,
12,3HA5ODM5K9RXCWGMIJD8YOX6BFZVSP,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,36ZN444YTRXGFI2N2X2INESYGPMOI3,A2UQFHJQWUJUGO,Submitted,Fri Apr 30 18:26:25 PDT 2021,Fri Apr 30 18:40:55 PDT 2021,Wed May 05 18:40:55 PDT 2021,,,,870,0% (0/0),0% (0/0),0% (0/0),https://pix11.com/news/john-henson-a-son-of-muppets-creator-jim-henson-dies-at-48/,FALSE,FALSE,"John Henson, a son of ‘Muppets’ creator Jim Henson, dies at 48",x,
13,3HA5ODM5K9RXCWGMIJD8YOX6BFZVSP,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,3BGYGHDBBXJYXQZGQWJTTLIEQO2229,A2H1RXUC8XNNIW,Submitted,Fri Apr 30 19:41:17 PDT 2021,Fri Apr 30 19:53:59 PDT 2021,Wed May 05 19:53:59 PDT 2021,,,,762,0% (0/0),0% (0/0),0% (0/0),https://pix11.com/news/john-henson-a-son-of-muppets-creator-jim-henson-dies-at-48/,FALSE,FALSE,"John Henson, a son of ‘Muppets’ creator Jim Henson, dies at 48",x,
14,3HA5ODM5K9RXCWGMIJD8YOX6BFZVSP,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,3LRLIPTPEQ8IJ9YASHICZZN6JCCKAG,A1KQ4XZM996XWW,Submitted,Fri Apr 30 19:02:38 PDT 2021,Fri Apr 30 19:07:32 PDT 2021,Wed May 05 19:07:32 PDT 2021,,,,294,0% (0/0),0% (0/0),0% (0/0),https://pix11.com/news/john-henson-a-son-of-muppets-creator-jim-henson-dies-at-48/,FALSE,FALSE,"John Henson, a son of ‘Muppets’ creator Jim Henson, dies at 48",x,
15,3XJOUITW8TQ6MOXKLKOO26UKW6YQTF,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,3AZHRG4CU4JGMYSLF9TKT7URZ4J03Z,A2DCGTGSVHL9KM,Submitted,Fri Apr 30 19:50:12 PDT 2021,Fri Apr 30 19:51:31 PDT 2021,Wed May 05 19:51:31 PDT 2021,,,,79,0% (0/0),0% (0/0),0% (0/0),https://www.nydailynews.com/news/crime/mom-girl-thrown-bridge-feared-safety-article-1.2071690,FALSE,FALSE,5-year-old girl was alive when thrown off Florida bridge by her father: cops,x,
16,3XJOUITW8TQ6MOXKLKOO26UKW6YQTF,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,3PMBY0YE272MVSCH8YNEFLZE8LNC9I,A30F0PU2C1SRQW,Submitted,Fri Apr 30 19:23:41 PDT 2021,Fri Apr 30 19:23:58 PDT 2021,Wed May 05 19:23:58 PDT 2021,,,,17,0% (0/0),0% (0/0),0% (0/0),https://www.nydailynews.com/news/crime/mom-girl-thrown-bridge-feared-safety-article-1.2071690,invalid,invalid,,,Your answer for this HIT was incorrect
17,3XJOUITW8TQ6MOXKLKOO26UKW6YQTF,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,3PWWM24LHSX9J5156DSU3CVHCOY28G,A2FJ8YQ6VHGD2L,Submitted,Fri Apr 30 20:28:43 PDT 2021,Fri Apr 30 20:34:25 PDT 2021,Wed May 05 20:34:25 PDT 2021,,,,342,0% (0/0),0% (0/0),0% (0/0),https://www.nydailynews.com/news/crime/mom-girl-thrown-bridge-feared-safety-article-1.2071690,FALSE,TRUE,5-year-old girl was alive when thrown off Florida bridge by her father: cops,,Your answer for this HIT was incorrect
18,35O6H0UNLRFNFZIHPYMH2PCK28L5JD,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,33UKMF9319JM1ON6SQNLVV0UQENTTF,A37NZ5CUEO3RX7,Submitted,Fri Apr 30 18:57:03 PDT 2021,Fri Apr 30 18:58:35 PDT 2021,Wed May 05 18:58:35 PDT 2021,,,,92,0% (0/0),0% (0/0),0% (0/0),https://www.refinery29.com/en-us/2020/03/9600268/asian-hate-crime-coronavirus-increase-new-york-hotline,TRUE,TRUE,New York Is Fighting A Surge Of Hate Crimes Against Asian-Americans Due To Coronavirus,x,
19,35O6H0UNLRFNFZIHPYMH2PCK28L5JD,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,3DIP6YHAPCR1ELDLZXNV5D469RNE8T,A3GCVJINCZ758Y,Submitted,Fri Apr 30 20:20:30 PDT 2021,Fri Apr 30 20:20:56 PDT 2021,Wed May 05 20:20:56 PDT 2021,,,,26,0% (0/0),0% (0/0),0% (0/0),https://www.refinery29.com/en-us/2020/03/9600268/asian-hate-crime-coronavirus-increase-new-york-hotline,TRUE,TRUE,New York Is Fighting A Surge Of Hate Crimes Against Asian-Americans Due To Coronavirus,x,
20,35O6H0UNLRFNFZIHPYMH2PCK28L5JD,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,3VP0C6EFSGVCMVMANGEGY7DOCYHM6X,ANURLPQ0CHHGU,Submitted,Fri Apr 30 19:03:27 PDT 2021,Fri Apr 30 19:05:08 PDT 2021,Wed May 05 19:05:08 PDT 2021,,,,101,0% (0/0),0% (0/0),0% (0/0),https://www.refinery29.com/en-us/2020/03/9600268/asian-hate-crime-coronavirus-increase-new-york-hotline,TRUE,TRUE,New York Is Fighting A Surge Of Hate Crimes Against Asian-Americans Due To Coronavirus,x,
21,3T8DUCXY0M50UPGY4ID2GB4VM6UT9W,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,3EWIJTFFVO6JWW8I4TAGCYYOQTB0ES,A30F0PU2C1SRQW,Submitted,Fri Apr 30 20:15:29 PDT 2021,Fri Apr 30 20:16:06 PDT 2021,Wed May 05 20:16:06 PDT 2021,,,,37,0% (0/0),0% (0/0),0% (0/0),https://www.maritime-executive.com/article/itf-accuses-jakarta-terminal-guards-of-attacking-union-member,TRUE,TRUE,ITF Accuses Jakarta Terminal Guards of Attacking Union Member,,Your answer for this HIT was incorrect
22,3T8DUCXY0M50UPGY4ID2GB4VM6UT9W,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,3OVHNO1VE60B6B08CSCOCFJP8OKZDH,AUKCD8F9I60S,Submitted,Fri Apr 30 18:49:52 PDT 2021,Fri Apr 30 18:52:58 PDT 2021,Wed May 05 18:52:58 PDT 2021,,,,186,0% (0/0),0% (0/0),0% (0/0),https://www.maritime-executive.com/article/itf-accuses-jakarta-terminal-guards-of-attacking-union-member,FALSE,FALSE,About,x,
23,3T8DUCXY0M50UPGY4ID2GB4VM6UT9W,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,3PW9OPU9PQJR85HK7SJFO289YIS21W,A2FJ8YQ6VHGD2L,Submitted,Fri Apr 30 20:27:29 PDT 2021,Fri Apr 30 20:38:50 PDT 2021,Wed May 05 20:38:50 PDT 2021,,,,681,0% (0/0),0% (0/0),0% (0/0),https://www.maritime-executive.com/article/itf-accuses-jakarta-terminal-guards-of-attacking-union-member,FALSE,FALSE,ITF Accuses Jakarta Terminal Guards of Attacking Union Member,x,
24,3HYV4299HZVYR1FR9VITHT9JZQQ8EX,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,354P56DE9K2YOQDKQNFUGUCQZYGS7B,ANURLPQ0CHHGU,Submitted,Fri Apr 30 18:40:04 PDT 2021,Fri Apr 30 18:40:33 PDT 2021,Wed May 05 18:40:33 PDT 2021,,,,29,0% (0/0),0% (0/0),0% (0/0),http://www.fauquier.com/news/alt-right-identity-dixie-fliers-posted-in-warrenton-ahead-of/article_a8a83e5a-9187-11e7-ae51-63555c3bdf4d.html,FALSE,FALSE,Alt-Right 'Identity Dixie' fliers posted in Warrenton ahead of anti-white supremacy march,x,
25,3HYV4299HZVYR1FR9VITHT9JZQQ8EX,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,3RXPCZQMQPAHNZPR6744Q62A81W1GD,A2DCGTGSVHL9KM,Submitted,Fri Apr 30 20:09:08 PDT 2021,Fri Apr 30 20:11:02 PDT 2021,Wed May 05 20:11:02 PDT 2021,,,,114,0% (0/0),0% (0/0),0% (0/0),http://www.fauquier.com/news/alt-right-identity-dixie-fliers-posted-in-warrenton-ahead-of/article_a8a83e5a-9187-11e7-ae51-63555c3bdf4d.html,FALSE,FALSE,Alt-Right 'Identity Dixie' fliers posted in Warrenton ahead of anti-white supremacy march,x,
26,3HYV4299HZVYR1FR9VITHT9JZQQ8EX,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:40 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:40 PDT 2021,,,3VHHR074H3GBKDIU6EIT48YV74HL7Z,A2H1RXUC8XNNIW,Submitted,Fri Apr 30 20:08:12 PDT 2021,Fri Apr 30 20:27:28 PDT 2021,Wed May 05 20:27:28 PDT 2021,,,,1156,0% (0/0),0% (0/0),0% (0/0),http://www.fauquier.com/news/alt-right-identity-dixie-fliers-posted-in-warrenton-ahead-of/article_a8a83e5a-9187-11e7-ae51-63555c3bdf4d.html,FALSE,FALSE,Alt-Right 'Identity Dixie' fliers posted in Warrenton ahead of anti-white supremacy march,x,
27,3Z8UJEJOCYCVV8I4P37BYY0XS7I39Q,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:41 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:41 PDT 2021,,,326O153BMIXDVG9CG5YBR5I7KIGDEU,A34LTHW8PR3UU4,Submitted,Fri Apr 30 19:33:42 PDT 2021,Fri Apr 30 19:46:47 PDT 2021,Wed May 05 19:46:47 PDT 2021,,,,785,0% (0/0),0% (0/0),0% (0/0),https://www.wdrb.com/news/federal-charges-filed-against-asian-buffet-owner-in-shelbyville-after-raids/article_58d4d66c-0d17-5459-9bf1-80987775e759.html,FALSE,FALSE,Federal charges filed against Asian Buffet owner in Shelbyville after raids,x,
28,3Z8UJEJOCYCVV8I4P37BYY0XS7I39Q,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:41 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:41 PDT 2021,,,3VD82FOHKQNP2FGNAN6WCBU33K9COW,A2H1RXUC8XNNIW,Submitted,Fri Apr 30 19:24:37 PDT 2021,Fri Apr 30 19:40:37 PDT 2021,Wed May 05 19:40:37 PDT 2021,,,,960,0% (0/0),0% (0/0),0% (0/0),https://www.wdrb.com/news/federal-charges-filed-against-asian-buffet-owner-in-shelbyville-after-raids/article_58d4d66c-0d17-5459-9bf1-80987775e759.html,FALSE,FALSE,Federal charges filed against Asian Buffet owner in Shelbyville after raids,x,
29,3Z8UJEJOCYCVV8I4P37BYY0XS7I39Q,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:41 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:41 PDT 2021,,,3ZAZR5XV01H11JUUCWHDS917NOHCZ3,A3O2D8R010SUSA,Submitted,Fri Apr 30 20:17:35 PDT 2021,Fri Apr 30 20:25:53 PDT 2021,Wed May 05 20:25:53 PDT 2021,,,,498,0% (0/0),0% (0/0),0% (0/0),https://www.wdrb.com/news/federal-charges-filed-against-asian-buffet-owner-in-shelbyville-after-raids/article_58d4d66c-0d17-5459-9bf1-80987775e759.html,FALSE,FALSE,Federal charges filed against Asian Buffet owner in Shelbyville after raids,x,
30,3OCZWXS7ZN6TAP6HSJYUI4PC6XQ5LF,3LA9UWLSKAFYCXKG33QOT26J3FN1YQ,Does this article depict hate against Asian or Pacific Islander persons?,Read the article and answer 3 short questions.,"article, read, classify, hate crime",$0.03 ,Fri Apr 30 18:23:41 PDT 2021,3,BatchId:4427106;OriginalHitTemplateId:928390877;,3600,432000,Fri May 07 18:23:41 PDT 2021,,,35L9RVQFCOHBWSB0S1W6M8J8YY5UH3,A27A3Z6J7745DI,Submitted,Fri Apr 30 20:03:01 PDT 2021,Fri Apr 30 20:03:23 PDT 2021,Wed May 05 20:03:23 PDT 2021,,,,22,0% (0/0),0% (0/0),0% (0/0),https://www.rudaw.net/english/kurdistan/30112014,FALSE,FALSE,"Peshmerga recapture villages from ISIS, killing 12 militants",x,
